#       # k              E            BS weight       TS weight
      0.0614339      0.9149189       0.0504815       0.0259146
      0.0819119      0.9133573       0.0411346       0.0245729
      0.1023899      0.9104985       0.0321111       0.0244166
      0.1228679      0.9069425       0.0022796       0.0031196
      0.1433459      0.9053547       0.0160772       0.0095276
      0.1638238      0.9018628       0.0146073       0.0248867
      0.1843018      0.8971151       0.0276453       0.0419676
      0.2047798      0.8967370       0.0292293       0.0410238
      0.2252578      0.8974843       0.0282635       0.0382590
      0.2457358      0.8991854       0.0284071       0.0371459
      0.2662137      0.9012893       0.0297505       0.0384286
      0.2866917      0.9036391       0.0312103       0.0430731
      0.3071697      0.9066046       0.0326606       0.0531883
      0.3276477      0.9103291       0.0330027       0.0660891
      0.3481256      0.9146641       0.0328844       0.0773774
      0.3686036      0.9192946       0.0338400       0.0842970
      0.3890816      0.9238047       0.0373298       0.0886460
      0.4095596      0.9277049       0.0439846       0.0949864
      0.4300376      0.9305505       0.0521141       0.1061160
      0.4505155      0.9321482       0.0562128       0.1193269
      0.4709935      0.9324934       0.0482279       0.1210324
      0.4914715      0.9314584       0.0294570       0.0810592
      0.5119495      0.9312934       0.0028532       0.0131793
      0.5119495      0.9312934       0.0028532       0.0131793
      0.5370086      0.9311758       0.0257270       0.0570486
      0.5620676      0.9325688       0.0384971       0.1049788
      0.5871267      0.9330896       0.0507925       0.1363086
      0.6121858      0.9331152       0.0566440       0.1493040
      0.6372448      0.9329633       0.0555278       0.1524772
      0.6623039      0.9328522       0.0496503       0.1506787
      0.6873630      0.9328684       0.0424863       0.1457148
      0.7124221      0.9329397       0.0374954       0.1383355
      0.7374811      0.9328787       0.0367624       0.1294211
      0.7625402      0.9324801       0.0407103       0.1200364
      0.7875993      0.9316005       0.0482704       0.1108401
      0.8126583      0.9301709       0.0568257       0.1021139
      0.8377174      0.9281473       0.0626572       0.0943474
      0.8627765      0.9254524       0.0631700       0.0882997
      0.8878356      0.9219888       0.0594189       0.0843196
      0.9128946      0.9177504       0.0537465       0.0820717
      0.9379537      0.9128853       0.0467202       0.0813347
      0.9630128      0.9076125       0.0393704       0.0828891
      0.9880718      0.9021676       0.0331553       0.0884652
      1.0131309      0.8968388       0.0283912       0.0988525
      1.0381900      0.8920065       0.0236107       0.1060229
      1.0632491      0.8881530       0.0158779       0.0758197
      1.0883081      0.8855194       0.0139984       0.0288841
      1.1133672      0.8838345       0.0218181       0.0157553
      1.1384263      0.8831427       0.0267361       0.0185105
      1.1384263      0.8831427       0.0267361       0.0185105
      1.1589042      0.8840698       0.0182199       0.0304942
      1.1793822      0.8864509       0.0281512       0.0713131
      1.1998602      0.8895219       0.0343182       0.0823349
      1.2203382      0.8927572       0.0372189       0.0863687
      1.2408162      0.8959516       0.0378227       0.0880687
      1.2612941      0.8989816       0.0363081       0.0883016
      1.2817721      0.9017356       0.0326668       0.0877377
      1.3022501      0.9039982       0.0304643       0.0851739
      1.3227281      0.9051089       0.0747549       0.0712122
      1.3432061      0.9042832       0.2104162       0.0597790
      1.3636840      0.9033831       0.2379683       0.0841267
      1.3841620      0.9033364       0.1920506       0.0970944
      1.4046400      0.9030920       0.1585168       0.0900270
      1.4251180      0.9021650       0.1310116       0.0771326
      1.4455960      0.9007230       0.1015276       0.0636757
      1.4660739      0.8992156       0.0718138       0.0496506
      1.4865519      0.8976891       0.0498160       0.0386587
      1.5070299      0.8944390       0.0292608       0.0287609
      1.5275079      0.8958316       0.0299574       0.0557909
      1.5479859      0.8984406       0.0387023       0.0816791
      1.5684638      0.9000855       0.0628848       0.0967976
      1.5889418      0.9006661       0.0940291       0.1042639
      1.6094198      0.9005288       0.1156215       0.1083831
      1.6298978      0.9001761       0.1264369       0.1113015
      1.6503757      0.9000087       0.1297995       0.1124779
      1.6503757      0.9000087       0.1297995       0.1124779
      1.6754348      0.9000258       0.1322436       0.1137516
      1.7004939      0.8999659       0.1390416       0.1144521
      1.7255530      0.8996307       0.1485175       0.1097789
      1.7506120      0.8989000       0.1584961       0.1004711
      1.7756711      0.8977919       0.1674051       0.0910714
      1.8007302      0.8964703       0.1754303       0.0834066
      1.8257892      0.8951900       0.1846062       0.0750156
      1.8508483      0.8942134       0.1944465       0.0616193
      1.8759074      0.8939574       0.1552084       0.0312668
      1.9009665      0.8954786       0.0339089       0.0211451
      1.9260255      0.8971145       0.0516848       0.0687691
      1.9510846      0.8989723       0.0560035       0.0399354
      1.9761437      0.9017504       0.0494303       0.0313061
      2.0012027      0.9032661       0.0311640       0.0257518
      2.0262618      0.9040396       0.0450701       0.0211573
      2.0513209      0.9052062       0.0630104       0.0218270
      2.0763800      0.9067344       0.0795204       0.0237797
      2.1014390      0.9084353       0.0868130       0.0230996
      2.1264981      0.9101611       0.0831856       0.0159979
      2.1515572      0.9119392       0.0610015       0.0053213
      2.1766162      0.9137867       0.0377853       0.0027269
      2.2016753      0.9155625       0.0236011       0.0033376
      2.2267344      0.9171626       0.0104635       0.0046697
      2.2517935      0.9181025       0.0275377       0.0147218
      2.2768525      0.9180057       0.0606771       0.0178700
      2.2768525      0.9180057       0.0606771       0.0178700
      2.3092146      0.9175280       0.0096466       0.0076477
      2.3415767      0.9150378       0.0428390       0.0175113
      2.3739388      0.9135267       0.0804757       0.0289841
      2.4063009      0.9122868       0.0968221       0.0293331
      2.4386630      0.9109637       0.1190167       0.0278788
      2.4710251      0.9096404       0.1561741       0.0258099
      2.5033871      0.9084945       0.2114341       0.0237547
      2.5357492      0.9076505       0.2520009       0.0232213
      2.5681113      0.9064519       0.2005200       0.0271501
      2.6004734      0.9033896       0.1036296       0.0337760
      2.6328355      0.9060802       0.0125860       0.0091402
      2.6651976      0.9088331       0.0683455       0.0305851
      2.6975597      0.9128008       0.1213543       0.0583926
      2.7299217      0.9172558       0.0721563       0.1004868
      2.7622838      0.9211355       0.0861577       0.1164768
      2.7946459      0.9230665       0.0959548       0.1170117
      2.8270080      0.9227694       0.0995808       0.1037004
      2.8593701      0.9202880       0.1010396       0.0838049
      2.8917322      0.9158722       0.0969545       0.0664619
      2.9240943      0.9100662       0.0738352       0.0555548
      2.9564564      0.9033554       0.0389468       0.0512847
      2.9888184      0.8961380       0.0254382       0.0498588
      3.0211805      0.8893616       0.0224638       0.0569023
      3.0535426      0.8841916       0.0213327       0.0710181
      3.0859047      0.8831427       0.0267361       0.0185105
 
      0.0000000      0.9201135       0.0093467       0.0066521
      0.0204780      0.9199725       0.0514706       0.0172928
      0.0409560      0.9214790       0.0390201       0.0164668
      0.0614339      0.9216403       0.0327435       0.0153235
      0.0819119      0.9201572       0.0282475       0.0142163
      0.1023899      0.9168890       0.0246511       0.0137737
      0.1228679      0.9119093       0.0216207       0.0145130
      0.1433459      0.9057697       0.0078662       0.0135942
      0.1638238      0.9024077       0.0067056       0.0042151
      0.1843018      0.9006897       0.0173294       0.0234102
      0.2047798      0.9002069       0.0184915       0.0228418
      0.2252578      0.9005600       0.0181663       0.0205275
      0.2457358      0.9019968       0.0171037       0.0172090
      0.2662137      0.9044640       0.0179142       0.0170746
      0.2866917      0.9078676       0.0203950       0.0214757
      0.3071697      0.9121302       0.0222197       0.0281920
      0.3276477      0.9168197       0.0230350       0.0354060
      0.3481256      0.9215944       0.0237858       0.0416948
      0.3686036      0.9262337       0.0258534       0.0463248
      0.3890816      0.9306122       0.0314196       0.0508171
      0.4095596      0.9345924       0.0440947       0.0603972
      0.4300376      0.9378076       0.0673656       0.0831621
      0.4505155      0.9396169       0.0947809       0.1212618
      0.4709935      0.9394396       0.0898417       0.1574626
      0.4914715      0.9368668       0.0298766       0.1027781
      0.5119495      0.9318356       0.0077126       0.0095537
      0.5119495      0.9318356       0.0077126       0.0095537
      0.5370086      0.9357565       0.0154590       0.0624599
      0.5620676      0.9382969       0.0437083       0.1789308
      0.5871267      0.9395264       0.0651183       0.2081408
      0.6121858      0.9401083       0.0692961       0.1933901
      0.6372448      0.9402881       0.0624013       0.1708494
      0.6623039      0.9402330       0.0510051       0.1469344
      0.6873630      0.9400835       0.0392735       0.1234224
      0.7124221      0.9399047       0.0297645       0.1019995
      0.7374811      0.9396496       0.0237658       0.0843526
      0.7625402      0.9391777       0.0215076       0.0711407
      0.7875993      0.9383183       0.0226336       0.0616819
      0.8126583      0.9369282       0.0265385       0.0547805
      0.8377174      0.9349080       0.0322286       0.0495387
      0.8627765      0.9321790       0.0382215       0.0455967
      0.8878356      0.9286543       0.0438086       0.0429768
      0.9128946      0.9242953       0.0486258       0.0415662
      0.9379537      0.9192183       0.0505063       0.0410347
      0.9630128      0.9136498       0.0495854       0.0413456
      0.9880718      0.9078430       0.0477312       0.0429912
      1.0131309      0.9020734       0.0458656       0.0467311
      1.0381900      0.8966473       0.0441207       0.0533557
      1.0632491      0.8919097       0.0420684       0.0635946
      1.0883081      0.8882770       0.0372720       0.0760844
      1.1133672      0.8862671       0.0241079       0.0790918
      1.1384263      0.8858390       0.0093440       0.0783227
      1.1384263      0.8858390       0.0093440       0.0783227
      1.1589042      0.8869032       0.0373988       0.0711071
      1.1793822      0.8903879       0.0310658       0.0656435
      1.1998602      0.8947099       0.0247484       0.0633769
      1.2203382      0.8991172       0.0218068       0.0614610
      1.2408162      0.9033104       0.0209623       0.0592062
      1.2612941      0.9070879       0.0238380       0.0569135
      1.2817721      0.9100631       0.0532624       0.0518169
      1.3022501      0.9110813       0.1856057       0.0368553
      1.3227281      0.9104927       0.2575973       0.0491511
      1.3432061      0.9107511       0.1911683       0.0842712
      1.3636840      0.9116713       0.1425002       0.1066459
      1.3841620      0.9124083       0.1225919       0.1171100
      1.4046400      0.9124674       0.1137406       0.1086212
      1.4251180      0.9112897       0.1014219       0.0860188
      1.4455960      0.9085194       0.0757940       0.0589464
      1.4660739      0.9044791       0.0437684       0.0314341
      1.4865519      0.9007001       0.0220217       0.0112166
      1.5070299      0.8980506       0.0256903       0.0211399
      1.5275079      0.9002632       0.0251884       0.0338250
      1.5479859      0.9037007       0.0370133       0.0499112
      1.5684638      0.9062083       0.0789406       0.0697724
      1.5889418      0.9073927       0.1327555       0.0876424
      1.6094198      0.9077592       0.1599304       0.1011907
      1.6298978      0.9078066       0.1681336       0.1096874
      1.6503757      0.9077952       0.1698027       0.1125654
      1.6503757      0.9077952       0.1698027       0.1125654
      1.6754348      0.9079794       0.1688089       0.1163460
      1.7004939      0.9083581       0.1666238       0.1248164
      1.7255530      0.9085519       0.1651221       0.1282003
      1.7506120      0.9081761       0.1661618       0.1157894
      1.7756711      0.9069248       0.1680083       0.0952139
      1.8007302      0.9047790       0.1666086       0.0844081
      1.8257892      0.9021409       0.1619081       0.0808426
      1.8508483      0.8995891       0.1520308       0.0738559
      1.8759074      0.8977195       0.1250224       0.0627639
      1.9009665      0.8969650       0.0712417       0.0576668
      1.9260255      0.8988266       0.0287550       0.0075828
      1.9510846      0.9019021       0.0278164       0.0116200
      1.9761437      0.9030055       0.0412690       0.0162379
      2.0012027      0.9049348       0.0642948       0.0138686
      2.0262618      0.9078129       0.0604494       0.0168006
      2.0513209      0.9105054       0.0578007       0.0182803
      2.0763800      0.9129049       0.0550032       0.0197049
      2.1014390      0.9149431       0.0520571       0.0210052
      2.1264981      0.9165704       0.0493401       0.0219836
      2.1515572      0.9177578       0.0474976       0.0224318
      2.1766162      0.9185008       0.0475041       0.0221973
      2.2016753      0.9188245       0.0510052       0.0212563
      2.2267344      0.9188147       0.0615802       0.0193635
      2.2517935      0.9190819       0.0490366       0.0088911
      2.2768525      0.9201135       0.0093467       0.0066521
      2.2768525      0.9201135       0.0093467       0.0066521
      2.3092146      0.9191571       0.0646848       0.0172684
      2.3415767      0.9200004       0.0536169       0.0172658
      2.3739388      0.9203042       0.0527322       0.0169147
      2.4063009      0.9201436       0.0566686       0.0166479
      2.4386630      0.9196703       0.0661148       0.0166882
      2.4710251      0.9189798       0.0840905       0.0172046
      2.5033871      0.9180715       0.1181938       0.0180870
      2.5357492      0.9169369       0.1862411       0.0185037
      2.5681113      0.9158253       0.2899149       0.0175311
      2.6004734      0.9143766       0.2493574       0.0205381
      2.6328355      0.9097826       0.0729555       0.0238816
      2.6651976      0.9147928       0.1308421       0.0200640
      2.6975597      0.9197387       0.0711845       0.0880269
      2.7299217      0.9253261       0.0430645       0.3221618
      2.7622838      0.9293395       0.0438900       0.4039521
      2.7946459      0.9315503       0.0509509       0.4098093
      2.8270080      0.9314620       0.0639137       0.3002653
      2.8593701      0.9285483       0.0784229       0.1387983
      2.8917322      0.9229427       0.0854616       0.0657553
      2.9240943      0.9156964       0.0707700       0.0411388
      2.9564564      0.9077091       0.0342244       0.0325286
      2.9888184      0.8998728       0.0250476       0.0347818
      3.0211805      0.8929594       0.0337986       0.0440931
      3.0535426      0.8875674       0.0406105       0.0631470
      3.0859047      0.8858390       0.0093440       0.0783227
 
      0.0000000      0.9207141       0.0393056       0.0040717
      0.0204780      0.9239270       0.0155256       0.0048955
      0.0409560      0.9261823       0.0119523       0.0049504
      0.0614339      0.9267946       0.0099917       0.0046409
      0.0819119      0.9254817       0.0086062       0.0041499
      0.1023899      0.9221214       0.0075727       0.0038107
      0.1228679      0.9168433       0.0068575       0.0038138
      0.1433459      0.9100629       0.0064457       0.0043118
      0.1638238      0.9042992       0.0045800       0.0069599
      0.1843018      0.9032699       0.0054601       0.0068602
      0.2047798      0.9026916       0.0059794       0.0067977
      0.2252578      0.9027040       0.0060767       0.0061259
      0.2457358      0.9036177       0.0053629       0.0044196
      0.2662137      0.9063258       0.0053020       0.0041482
      0.2866917      0.9108030       0.0064143       0.0059798
      0.3071697      0.9159911       0.0071266       0.0080580
      0.3276477      0.9212810       0.0075895       0.0103839
      0.3481256      0.9263299       0.0081205       0.0127234
      0.3686036      0.9309845       0.0092448       0.0150346
      0.3890816      0.9352972       0.0120911       0.0183490
      0.4095596      0.9394877       0.0200121       0.0279186
      0.4300376      0.9435195       0.0447335       0.0679409
      0.4505155      0.9459894       0.1096067       0.1710066
      0.4709935      0.9450792       0.1661392       0.2402851
      0.4914715      0.9414890       0.0096909       0.4406010
      0.5119495      0.9394029       0.0000079       0.5952494
      0.5119495      0.9394029       0.0000079       0.5952494
      0.5370086      0.9401615       0.0009069       0.5107315
      0.5620676      0.9422847       0.0268586       0.3082468
      0.5871267      0.9445632       0.0812328       0.1977823
      0.6121858      0.9462516       0.0940769       0.1523322
      0.6372448      0.9472244       0.0795970       0.1241384
      0.6623039      0.9474844       0.0583350       0.0991481
      0.6873630      0.9471644       0.0389998       0.0755605
      0.7124221      0.9464650       0.0244839       0.0549746
      0.7374811      0.9455578       0.0149893       0.0387764
      0.7625402      0.9445183       0.0096871       0.0274260
      0.7875993      0.9433057       0.0075352       0.0205593
      0.8126583      0.9417842       0.0077015       0.0170849
      0.8377174      0.9397689       0.0097293       0.0155476
      0.8627765      0.9370759       0.0134667       0.0147078
      0.8878356      0.9335581       0.0189671       0.0139407
      0.9128946      0.9291560       0.0244989       0.0131325
      0.9379537      0.9239613       0.0273313       0.0121788
      0.9630128      0.9181882       0.0291199       0.0110889
      0.9880718      0.9121239       0.0317658       0.0101147
      1.0131309      0.9060904       0.0354487       0.0095235
      1.0381900      0.9004087       0.0394336       0.0095004
      1.0632491      0.8953791       0.0430029       0.0101416
      1.0883081      0.8912800       0.0464654       0.0112637
      1.1133672      0.8883898       0.0527071       0.0112113
      1.1384263      0.8872003       0.0632430       0.0067564
      1.1384263      0.8872003       0.0632430       0.0067564
      1.1589042      0.8894053       0.0293637       0.0186944
      1.1793822      0.8938554       0.0142736       0.0215327
      1.1998602      0.8990477       0.0094035       0.0216936
      1.2203382      0.9042912       0.0084470       0.0209824
      1.2408162      0.9091963       0.0136216       0.0202464
      1.2612941      0.9132112       0.0730722       0.0194423
      1.2817721      0.9147899       0.2212840       0.0184121
      1.3022501      0.9158578       0.1574517       0.0421815
      1.3227281      0.9177403       0.0944326       0.0669447
      1.3432061      0.9193834       0.0741676       0.0985088
      1.3636840      0.9204388       0.0657798       0.1543807
      1.3841620      0.9210119       0.0599762       0.2470444
      1.4046400      0.9212445       0.0559549       0.3466784
      1.4251180      0.9205379       0.0619875       0.2700436
      1.4455960      0.9164912       0.0447108       0.0637737
      1.4660739      0.9090459       0.0174990       0.0153196
      1.4865519      0.9015778       0.0045103       0.0010944
      1.5070299      0.9013339       0.0101638       0.0073304
      1.5275079      0.9042127       0.0106921       0.0120228
      1.5479859      0.9083558       0.0219575       0.0200275
      1.5684638      0.9118909       0.0879904       0.0376811
      1.5889418      0.9138210       0.1929757       0.0611507
      1.6094198      0.9147514       0.2143978       0.0817409
      1.6298978      0.9152022       0.2082694       0.0957572
      1.6503757      0.9153356       0.2048632       0.1006318
      1.6503757      0.9153356       0.2048632       0.1006318
      1.6754348      0.9155979       0.1999094       0.1085660
      1.7004939      0.9161485       0.1861959       0.1330188
      1.7255530      0.9164524       0.1668090       0.1688418
      1.7506120      0.9160444       0.1491102       0.1807885
      1.7756711      0.9145393       0.1420939       0.1213061
      1.8007302      0.9115445       0.1333841       0.0803314
      1.8257892      0.9076824       0.1218037       0.0804396
      1.8508483      0.9040243       0.1155440       0.0860110
      1.8759074      0.9016928       0.1332476       0.0951037
      1.9009665      0.9016656       0.0965884       0.0960719
      1.9260255      0.9024541       0.0479660       0.0614811
      1.9510846      0.9031833       0.0314262       0.0294988
      1.9761437      0.9058382       0.0220519       0.0060501
      2.0012027      0.9092502       0.0207097       0.0048287
      2.0262618      0.9126150       0.0197606       0.0049199
      2.0513209      0.9157565       0.0187820       0.0053639
      2.0763800      0.9185217       0.0176474       0.0059240
      2.1014390      0.9207782       0.0163765       0.0064616
      2.1264981      0.9224303       0.0151143       0.0068707
      2.1515572      0.9234324       0.0140910       0.0070572
      2.1766162      0.9237923       0.0135809       0.0069471
      2.2016753      0.9235654       0.0139152       0.0065393
      2.2267344      0.9228461       0.0156518       0.0059418
      2.2517935      0.9217656       0.0204046       0.0052849
      2.2768525      0.9207141       0.0393056       0.0040717
      2.2768525      0.9207141       0.0393056       0.0040717
      2.3092146      0.9226998       0.0193792       0.0046364
      2.3415767      0.9243112       0.0165738       0.0047619
      2.3739388      0.9253089       0.0159392       0.0049710
      2.4063009      0.9258633       0.0167081       0.0052491
      2.4386630      0.9261551       0.0189746       0.0057346
      2.4710251      0.9262657       0.0232407       0.0066490
      2.5033871      0.9260797       0.0307759       0.0082754
      2.5357492      0.9252358       0.0457449       0.0107174
      2.5681113      0.9232790       0.0874972       0.0124507
      2.6004734      0.9204906       0.2442768       0.0076716
      2.6328355      0.9187024       0.4104047       0.0013494
      2.6651976      0.9184020       0.2184084       0.0027712
      2.6975597      0.9259751       0.0170267       0.3958452
      2.7299217      0.9301310       0.0303886       0.2933147
      2.7622838      0.9349056       0.0503259       0.2402778
      2.7946459      0.9370515       0.0548185       0.2945110
      2.8270080      0.9368402       0.0441206       0.4206390
      2.8593701      0.9347052       0.0518805       0.3112045
      2.8917322      0.9282728       0.0728578       0.0484920
      2.9240943      0.9199000       0.0749253       0.0194017
      2.9564564      0.9114184       0.0310104       0.0142435
      2.9888184      0.9034929       0.0128704       0.0137648
      3.0211805      0.8964202       0.0175777       0.0141622
      3.0535426      0.8905704       0.0309452       0.0149249
      3.0859047      0.8872003       0.0632430       0.0067564
 
      0.0000000      0.9419855       0.0000000       0.7189929
      0.0204780      0.9428958       0.0000000       0.7256184
      0.0409560      0.9454115       0.0000000       0.7420355
      0.0614339      0.9490693       0.0000000       0.7597313
      0.0819119      0.9533665       0.0000000       0.7759763
      0.1023899      0.9558630       0.0000000       0.9298556
      0.1228679      0.9533950       0.0000001       0.9172429
      0.1433459      0.9505923       0.0000002       0.9052279
      0.1638238      0.9475531       0.0000004       0.8839091
      0.1843018      0.9441006       0.0000012       0.8427461
      0.2047798      0.9399705       0.0000042       0.7671728
      0.2252578      0.9350451       0.0000219       0.6469959
      0.2457358      0.9299559       0.0001290       0.5061038
      0.2662137      0.9266411       0.0003381       0.4185990
      0.2866917      0.9269639       0.0001646       0.4413162
      0.3071697      0.9301575       0.0000075       0.5447397
      0.3276477      0.9340438       0.0000000       0.6543039
      0.3481256      0.9375603       0.0000001       0.7312904
      0.3686036      0.9406602       0.0000004       0.7717392
      0.3890816      0.9435464       0.0000015       0.7779088
      0.4095596      0.9463317       0.0000165       0.7436949
      0.4300376      0.9489597       0.0008267       0.6346130
      0.4505155      0.9507666       0.0291397       0.3749270
      0.4709935      0.9480679       0.1794675       0.1113348
      0.4914715      0.9441089       0.5315716       0.0024609
      0.5119495      0.9430158       0.6169929       0.0000042
      0.5119495      0.9430158       0.6169929       0.0000042
      0.5370086      0.9436256       0.5966838       0.0001280
      0.5620676      0.9454998       0.5134945       0.0029457
      0.5871267      0.9483650       0.4015523       0.0096129
      0.6121858      0.9513940       0.3501388       0.0123862
      0.6372448      0.9540314       0.3429832       0.0126214
      0.6623039      0.9560499       0.3560704       0.0120146
      0.6873630      0.9573357       0.3790193       0.0107308
      0.7124221      0.9578179       0.4071492       0.0083204
      0.7374811      0.9574515       0.4381500       0.0044175
      0.7625402      0.9562079       0.4699098       0.0009522
      0.7875993      0.9540794       0.5006747       0.0000574
      0.8126583      0.9511021       0.5302100       0.0000027
      0.8377174      0.9474080       0.5550639       0.0000030
      0.8627765      0.9432965       0.5675389       0.0000093
      0.8878356      0.9392239       0.5572200       0.0000213
      0.9128946      0.9355415       0.5230451       0.0000229
      0.9379537      0.9321762       0.4798799       0.0000127
      0.9630128      0.9288023       0.4386785       0.0000051
      0.9880718      0.9252108       0.4026712       0.0000019
      1.0131309      0.9214661       0.3727875       0.0000008
      1.0381900      0.9178429       0.3491016       0.0000006
      1.0632491      0.9146688       0.3311430       0.0000005
      1.0883081      0.9122157       0.3184506       0.0000005
      1.1133672      0.9106714       0.3108380       0.0000004
      1.1384263      0.9101447       0.3082953       0.0000004
      1.1384263      0.9101447       0.3082953       0.0000004
      1.1589042      0.9106464       0.3066724       0.0000026
      1.1793822      0.9118665       0.3015727       0.0000359
      1.1998602      0.9132734       0.2939465       0.0002078
      1.2203382      0.9145094       0.2866080       0.0005858
      1.2408162      0.9154538       0.2796616       0.0010212
      1.2612941      0.9164030       0.2259278       0.0033405
      1.2817721      0.9189495       0.0699908       0.0156883
      1.3022501      0.9221402       0.0341658       0.0353006
      1.3227281      0.9246613       0.0255128       0.1146426
      1.3432061      0.9259038       0.0189424       0.4019941
      1.3636840      0.9258864       0.0161434       0.6117225
      1.3841620      0.9254851       0.0213728       0.6184758
      1.4046400      0.9250481       0.0309358       0.5671719
      1.4251180      0.9242795       0.0221294       0.6548626
      1.4455960      0.9234346       0.0018258       0.8504136
      1.4660739      0.9231441       0.0000461       0.8918852
      1.4865519      0.9231348       0.0000047       0.8988894
      1.5070299      0.9223521       0.7338740       0.0000021
      1.5275079      0.9197423       0.7722395       0.0000022
      1.5479859      0.9177290       0.7422074       0.0000291
      1.5684638      0.9172039       0.5809235       0.0011423
      1.5889418      0.9183712       0.3412840       0.0113364
      1.6094198      0.9198317       0.2238724       0.0302382
      1.6298978      0.9207500       0.1819821       0.0469105
      1.6503757      0.9210477       0.1711445       0.0534452
      1.6503757      0.9210477       0.1711445       0.0534452
      1.6754348      0.9213791       0.1671229       0.0638104
      1.7004939      0.9220423       0.1556144       0.1077522
      1.7255530      0.9221933       0.1323704       0.2251964
      1.7506120      0.9211524       0.0960510       0.3811312
      1.7756711      0.9192235       0.0795556       0.3111248
      1.8007302      0.9157018       0.0734741       0.0546763
      1.8257892      0.9110601       0.0627902       0.0395611
      1.8508483      0.9068350       0.0627633       0.0462885
      1.8759074      0.9046588       0.1267051       0.0440937
      1.9009665      0.9071537       0.3826847       0.0117744
      1.9260255      0.9140155       0.5683067       0.0024828
      1.9510846      0.9219620       0.6599406       0.0008229
      1.9761437      0.9295279       0.7121963       0.0004432
      2.0012027      0.9362646       0.7412463       0.0027388
      2.0262618      0.9402752       0.0000190       0.8263006
      2.0513209      0.9434567       0.0000008       0.8240375
      2.0763800      0.9459393       0.0000001       0.8073642
      2.1014390      0.9471799       0.0000000       0.7692800
      2.1264981      0.9469281       0.0000001       0.7327716
      2.1515572      0.9458210       0.0000001       0.7176155
      2.1766162      0.9445466       0.0000001       0.7143913
      2.2016753      0.9434390       0.0000000       0.7152609
      2.2267344      0.9426272       0.0000000       0.7170599
      2.2517935      0.9421444       0.0000000       0.7184776
      2.2768525      0.9419855       0.0000000       0.7189929
      2.2768525      0.9419855       0.0000000       0.7189929
      2.3092146      0.9425593       0.0000000       0.7190693
      2.3415767      0.9441185       0.0000000       0.7200780
      2.3739388      0.9462934       0.0000000       0.7225246
      2.4063009      0.9486833       0.0000000       0.7257893
      2.4386630      0.9508617       0.0000000       0.7373897
      2.4710251      0.9502387       0.0000002       0.8732583
      2.5033871      0.9466936       0.0000008       0.8696161
      2.5357492      0.9429763       0.0000040       0.8545809
      2.5681113      0.9393763       0.0000144       0.8349315
      2.6004734      0.9359278       0.0000294       0.8107048
      2.6328355      0.9323874       0.0000331       0.7784690
      2.6651976      0.9288093       0.0000251       0.7258652
      2.6975597      0.9285210       0.0090787       0.2224918
      2.7299217      0.9375720       0.0258785       0.0351698
      2.7622838      0.9437514       0.0527933       0.0456597
      2.7946459      0.9451905       0.0691293       0.0579440
      2.8270080      0.9428524       0.0568099       0.0934470
      2.8593701      0.9384069       0.0319452       0.3360814
      2.8917322      0.9313117       0.0400071       0.0167016
      2.9240943      0.9222610       0.1090926       0.0019082
      2.9564564      0.9154224       0.2493133       0.0003997
      2.9888184      0.9116925       0.3037573       0.0001454
      3.0211805      0.9102787       0.3087349       0.0000469
      3.0535426      0.9100776       0.3082319       0.0000035
      3.0859047      0.9101447       0.3082953       0.0000004
 
      0.0000000      0.9626492       0.0000000       0.9015249
      0.0204780      0.9624221       0.0000000       0.9020966
      0.0409560      0.9616974       0.0000000       0.9032255
      0.0614339      0.9604005       0.0000000       0.9030403
      0.0819119      0.9585598       0.0000000       0.8938898
      0.1023899      0.9582952       0.0000000       0.7307946
      0.1228679      0.9624989       0.0000010       0.7129182
      0.1433459      0.9657153       0.6308150       0.0013020
      0.1638238      0.9648633       0.5981665       0.0001180
      0.1843018      0.9631993       0.5241743       0.0007087
      0.2047798      0.9585081       0.2437709       0.0132762
      0.2252578      0.9492622       0.0718587       0.0322085
      0.2457358      0.9403649       0.0509919       0.0515285
      0.2662137      0.9354870       0.0514539       0.0660574
      0.2866917      0.9362275       0.0522938       0.0539106
      0.3071697      0.9420507       0.0547889       0.0279990
      0.3276477      0.9507231       0.0846626       0.0109555
      0.3481256      0.9592111       0.2583548       0.0006692
      0.3686036      0.9646527       0.4280096       0.0000006
      0.3890816      0.9674352       0.4837545       0.0000002
      0.4095596      0.9678421       0.4683095       0.0000045
      0.4300376      0.9656346       0.3441560       0.0023418
      0.4505155      0.9616662       0.1449478       0.0666226
      0.4709935      0.9620371       0.0248362       0.2559192
      0.4914715      0.9652280       0.0007307       0.5166861
      0.5119495      0.9664602       0.0000028       0.6295425
      0.5119495      0.9664602       0.0000028       0.6295425
      0.5370086      0.9664583       0.0000162       0.6212895
      0.5620676      0.9663708       0.0001679       0.5931900
      0.5871267      0.9660226       0.0010004       0.5447886
      0.6121858      0.9653371       0.0030137       0.5021012
      0.6372448      0.9644170       0.0053763       0.4946598
      0.6623039      0.9633744       0.0068471       0.5192424
      0.6873630      0.9622330       0.0068846       0.5580433
      0.7124221      0.9609712       0.0055254       0.5974251
      0.7374811      0.9595795       0.0029632       0.6316047
      0.7625402      0.9580789       0.0006362       0.6580000
      0.7875993      0.9564993       0.0000343       0.6760594
      0.8126583      0.9548531       0.0000004       0.6894967
      0.8377174      0.9531237       0.0000002       0.7006925
      0.8627765      0.9512678       0.0000003       0.7101395
      0.8878356      0.9492354       0.0000005       0.7156350
